average price,total_guests,total_nights,room type,type of meal,market segment type,month,year,booking status
98.25,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
104.0,1,2,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
216.9,4,1,Room_Type 6,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
81.9,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
65.0,2,1,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
105.0,3,4,Room_Type 4,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
79.0,2,1,Room_Type 1,Not Selected,Online,1.0,2018.0,Not_Canceled
198.9,4,4,Room_Type 6,Meal Plan 1,Online,5.0,2018.0,Canceled
171.0,3,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
119.85,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
75.0,2,2,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Corporate,9.0,2017.0,Not_Canceled
79.2,2,3,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
107.1,2,2,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
71.0,1,2,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
79.2,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
130.8,2,3,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Canceled
94.5,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
76.67,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
126.9,2,2,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
79.5,2,3,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
116.0,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Not_Canceled
67.5,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
63.75,1,19,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Canceled
70.03,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
104.4,3,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
120.7,2,4,Room_Type 1,Meal Plan 2,Online,11.0,2018.0,Not_Canceled
119.85,2,1,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
136.0,2,2,Room_Type 4,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
91.0,2,2,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
115.0,1,4,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
138.0,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
106.0,2,2,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
111.0,2,1,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
78.41,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
103.0,1,2,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
80.75,2,6,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
66.71,2,7,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
90.0,2,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Canceled
81.9,2,2,Room_Type 2,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
65.0,1,4,Room_Type 1,Meal Plan 1,Corporate,11.0,2018.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Canceled
93.5,2,7,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
159.3,3,1,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
115.23,1,3,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
137.7,3,3,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Not_Canceled
120.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
85.0,2,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
127.8,3,6,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
109.2,2,3,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
76.5,2,2,Room_Type 2,Meal Plan 1,Online,8.0,2017.0,Canceled
85.85,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,7.0,2018.0,Canceled
81.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
110.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
80.75,2,3,Room_Type 2,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
124.3,2,2,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
66.0,1,3,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
75.0,1,1,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
169.88,4,4,Room_Type 6,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
65.0,1,4,Room_Type 1,Meal Plan 1,Corporate,12.0,2017.0,Not_Canceled
104.0,2,2,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
116.1,2,2,Room_Type 1,Meal Plan 2,Online,3.0,2018.0,Canceled
78.94,3,4,Room_Type 2,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
109.8,2,2,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
80.75,2,4,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
79.2,2,7,Room_Type 1,Meal Plan 1,Corporate,8.0,2017.0,Canceled
129.6,2,7,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,12.0,2018.0,Not_Canceled
116.67,2,3,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Corporate,9.0,2017.0,Not_Canceled
60.0,2,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
71.1,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
110.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Canceled
116.75,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
97.75,2,4,Room_Type 1,Not Selected,Online,7.0,2018.0,Canceled
83.12,2,5,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
81.0,1,2,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
85.5,2,3,Room_Type 1,Not Selected,Online,6.0,2018.0,Canceled
63.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
151.2,3,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
198.9,4,2,Room_Type 6,Meal Plan 1,Online,5.0,2018.0,Canceled
85.51,2,9,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
112.88,1,1,Room_Type 1,Meal Plan 1,Corporate,9.0,2018.0,Not_Canceled
117.0,2,3,Room_Type 1,Meal Plan 2,Offline,2.0,2018.0,Not_Canceled
72.25,2,4,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
104.0,1,1,Room_Type 1,Not Selected,Online,11.0,2017.0,Not_Canceled
140.0,2,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
104.85,2,2,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
123.84,3,5,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
112.5,2,3,Room_Type 1,Meal Plan 2,Online,12.0,2018.0,Not_Canceled
250.0,4,1,Room_Type 6,Meal Plan 1,Online,9.0,2017.0,Canceled
142.0,3,2,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
109.8,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
90.0,3,3,Room_Type 4,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
100.8,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
104.4,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
87.0,2,1,Room_Type 1,Meal Plan 1,Online,11.0,2017.0,Canceled
85.5,2,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
77.76,2,2,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
71.0,1,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
118.8,2,1,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
72.0,2,7,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
144.0,2,2,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
97.75,2,3,Room_Type 1,Meal Plan 2,Offline,7.0,2018.0,Canceled
114.0,1,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
95.4,1,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
61.0,1,4,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Canceled
153.5,2,4,Room_Type 4,Meal Plan 2,Online,8.0,2018.0,Canceled
89.25,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
60.0,2,4,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
100.0,1,2,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
90.9,1,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Corporate,6.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,8.0,2018.0,Canceled
93.08,2,4,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
110.0,1,3,Room_Type 4,Meal Plan 1,Aviation,10.0,2018.0,Not_Canceled
104.0,2,1,Room_Type 1,Meal Plan 2,Offline,4.0,2018.0,Not_Canceled
60.0,2,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
114.3,3,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
140.4,2,1,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Canceled
85.0,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
206.0,3,1,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
76.5,2,3,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
109.2,2,3,Room_Type 1,Not Selected,Online,6.0,2018.0,Not_Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
168.3,4,1,Room_Type 6,Meal Plan 1,Online,7.0,2018.0,Canceled
161.33,2,3,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
114.3,2,3,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
84.0,2,1,Room_Type 1,Meal Plan 1,Corporate,8.0,2018.0,Not_Canceled
214.2,4,5,Room_Type 6,Meal Plan 2,Online,4.0,2018.0,Not_Canceled
100.67,1,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
96.3,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
110.0,2,2,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Not_Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Not_Canceled
85.67,2,3,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
0.0,2,2,Room_Type 1,Meal Plan 1,Complementary,11.0,2018.0,Not_Canceled
161.1,3,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
123.3,3,3,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
136.0,2,3,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
76.0,1,2,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
85.0,1,1,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
98.8,2,2,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
111.0,2,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
86.36,2,7,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
121.8,2,3,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Canceled
90.0,1,2,Room_Type 1,Meal Plan 2,Offline,7.0,2018.0,Not_Canceled
137.7,3,2,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
76.0,1,5,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
89.25,2,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Canceled
89.3,2,3,Room_Type 4,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
70.0,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
119.4,2,3,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
120.0,1,6,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
152.15,2,4,Room_Type 1,Meal Plan 2,Online,9.0,2018.0,Canceled
126.0,3,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
75.0,2,2,Room_Type 1,Meal Plan 1,Corporate,11.0,2017.0,Not_Canceled
169.0,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
118.14,1,5,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
95.48,1,1,Room_Type 1,Not Selected,Online,5.0,2018.0,Canceled
119.0,2,3,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
144.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
71.4,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
152.4,3,3,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
104.0,2,1,Room_Type 1,Meal Plan 2,Offline,4.0,2018.0,Not_Canceled
52.5,2,4,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
99.0,2,2,Room_Type 1,Not Selected,Online,4.0,2018.0,Canceled
93.6,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Canceled
107.1,2,3,Room_Type 1,Not Selected,Online,6.0,2018.0,Canceled
90.67,2,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
92.17,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
0.0,2,1,Room_Type 1,Meal Plan 2,Online,7.0,2018.0,Not_Canceled
79.2,2,2,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
14.0,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Canceled
100.0,1,2,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
90.0,1,2,Room_Type 1,Meal Plan 2,Offline,7.0,2018.0,Not_Canceled
130.0,2,1,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
84.58,3,7,Room_Type 1,Meal Plan 2,Offline,7.0,2018.0,Not_Canceled
171.87,2,2,Room_Type 5,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
95.2,2,4,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
139.05,4,6,Room_Type 2,Meal Plan 1,Online,2.0,2018.0,Canceled
136.0,2,2,Room_Type 4,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
95.0,1,15,Room_Type 1,Meal Plan 1,Aviation,5.0,2018.0,Canceled
173.67,3,3,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
146.0,2,2,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
179.0,2,2,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
99.0,2,3,Room_Type 4,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,12.0,2017.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,7.0,2018.0,Canceled
121.5,3,7,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
140.0,3,1,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
90.95,2,7,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
102.85,2,7,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
85.0,1,1,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
73.0,1,2,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
109.8,2,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
82.0,1,2,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
192.67,3,3,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
135.9,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
92.29,2,7,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
106.08,2,4,Room_Type 4,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
132.3,2,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,8.0,2018.0,Canceled
94.95,2,1,Room_Type 2,Meal Plan 1,Online,8.0,2018.0,Canceled
102.6,2,4,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
96.33,3,3,Room_Type 1,Not Selected,Online,9.0,2018.0,Not_Canceled
101.0,2,3,Room_Type 1,Meal Plan 2,Offline,1.0,2018.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
118.35,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
79.0,2,2,Room_Type 1,Not Selected,Online,2.0,2018.0,Canceled
85.0,2,6,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
134.57,3,5,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
169.17,3,6,Room_Type 1,Meal Plan 2,Online,3.0,2018.0,Canceled
123.97,2,3,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Canceled
111.6,1,2,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
128.7,2,3,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Canceled
101.15,2,5,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
85.0,2,2,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
110.0,2,2,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Not_Canceled
90.95,2,5,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
145.0,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
67.0,2,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
147.0,1,2,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
123.0,2,4,Room_Type 1,Not Selected,Online,10.0,2017.0,Not_Canceled
80.75,1,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Canceled
68.0,2,2,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
178.0,3,1,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
130.9,2,5,Room_Type 4,Meal Plan 2,Online,4.0,2018.0,Not_Canceled
114.3,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
85.5,2,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
72.25,2,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
109.0,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
89.25,2,5,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
70.0,2,5,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
116.1,2,2,Room_Type 1,Not Selected,Online,9.0,2018.0,Canceled
0.0,2,1,Room_Type 1,Meal Plan 1,Complementary,10.0,2018.0,Not_Canceled
0.0,2,2,Room_Type 1,Meal Plan 1,Complementary,10.0,2018.0,Not_Canceled
95.0,1,1,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
135.0,2,1,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
95.4,2,2,Room_Type 1,Not Selected,Online,6.0,2018.0,Not_Canceled
90.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
171.0,3,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
96.5,2,3,Room_Type 2,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
84.33,3,3,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
129.0,2,1,Room_Type 1,Not Selected,Online,9.0,2018.0,Not_Canceled
111.83,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
109.0,2,1,Room_Type 5,Meal Plan 1,Corporate,12.0,2018.0,Not_Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Corporate,4.0,2018.0,Not_Canceled
95.0,1,1,Room_Type 1,Meal Plan 1,Aviation,4.0,2018.0,Not_Canceled
90.95,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
137.0,2,2,Room_Type 4,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
111.0,3,4,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
96.9,2,5,Room_Type 4,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
107.95,2,5,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
121.5,3,1,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
109.0,2,3,Room_Type 1,Meal Plan 2,Offline,1.0,2018.0,Not_Canceled
95.81,2,7,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
105.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
97.0,1,2,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
110.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2018.0,Canceled
110.0,1,6,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Canceled
70.0,2,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Canceled
119.0,2,4,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
75.0,1,1,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
81.9,1,2,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
76.5,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
76.0,1,5,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
130.5,3,3,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
124.0,2,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
91.2,2,3,Room_Type 1,Not Selected,Online,9.0,2018.0,Canceled
99.9,2,1,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
81.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
85.0,2,2,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
138.0,3,3,Room_Type 1,Meal Plan 2,Offline,5.0,2018.0,Not_Canceled
169.0,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,4.0,2018.0,Not_Canceled
68.47,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
88.55,2,1,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
196.0,3,1,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
56.0,1,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
60.0,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
118.8,2,2,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
79.0,2,3,Room_Type 1,Not Selected,Online,2.0,2018.0,Canceled
52.0,2,2,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
120.0,2,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
110.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
136.0,2,2,Room_Type 4,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
150.3,3,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
85.5,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Corporate,8.0,2018.0,Not_Canceled
86.9,2,1,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
90.9,1,5,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
66.37,2,3,Room_Type 2,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
140.4,2,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
85.5,1,2,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
102.0,2,3,Room_Type 1,Meal Plan 2,Offline,12.0,2017.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
72.38,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
135.0,3,2,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
